Actin,aMHC,AngII,AP1,AT1R,Ca,cJun,cMyc,Dysgl,ET1,FHL1,Gaq11,GATA4,gp130,IKK,Integrin,JAK,Lmcd1,LTCC,MEF2,MEK47,mTor,NFAT,NFkB,NHE,p38,PI3K,Raf1,Ras,RhoGEF,SERCA,sGC,TRP,Accuracy,Threshold
1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0.3488372093023256,3
0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0.4476744186046512,6
1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0.3953488372093023,9
0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0.37790697674418605,3
0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0.3372093023255814,7
0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0.43023255813953487,4
1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0.27906976744186046,5
1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0.27325581395348836,4
1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0.47093023255813954,1
1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0.28488372093023256,4
0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0.3023255813953488,4
0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.313953488372093,1
0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0.25,8
0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0.3488372093023256,3
1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.27325581395348836,4
1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0.27906976744186046,5
1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0.3023255813953488,8
0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0.18023255813953487,9
1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0.29651162790697677,4
0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0.3313953488372093,8
0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0.43023255813953487,4
1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0.5290697674418605,8
0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0.4418604651162791,5
0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0.28488372093023256,8
1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0.29651162790697677,9
1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0.16279069767441862,1
0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0.32558139534883723,9
0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0.23837209302325582,5
0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0.3081395348837209,8
1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0.47674418604651164,9
1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,0.3313953488372093,2
0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0.31976744186046513,9
1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0.21511627906976744,4
1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0.42441860465116277,2
0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0.29651162790697677,6
0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0.3313953488372093,3
0,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0.5058139534883721,2
1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0.6453488372093024,1
0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0.48255813953488375,5
1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0.16279069767441862,5
1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0.46511627906976744,8
1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0.5174418604651163,3
0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0.48255813953488375,5
1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0.23255813953488372,4
1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0.26744186046511625,8
1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0.48255813953488375,5
0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0.29651162790697677,6
1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0.32558139534883723,7
1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0.4476744186046512,9
0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0.45348837209302323,3
1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0.4418604651162791,9
0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0.4418604651162791,5
1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0.5755813953488372,2
1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0.16279069767441862,7
0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0.313953488372093,8
0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0.27325581395348836,8
1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0.48255813953488375,8
0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0.31976744186046513,7
1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0.4127906976744186,6
1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0.36627906976744184,6
1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0.436046511627907,3
0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,0.45348837209302323,6
0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0.3546511627906977,2
1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0.37209302325581395,8
1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0.4476744186046512,2
1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0.45348837209302323,8
0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0.29069767441860467,5
1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0.29651162790697677,4
1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0.23837209302325582,2
0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0.436046511627907,8
0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0.31976744186046513,9
1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0.3372093023255814,9
0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0.4883720930232558,7
0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0.3953488372093023,7
1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0.5232558139534884,6
1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0.28488372093023256,5
0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0.2616279069767442,2
0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0.3430232558139535,3
0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0.3372093023255814,6
1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0.2558139534883721,3
1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0.29651162790697677,9
1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0.31976744186046513,6
1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0.23837209302325582,7
1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0.3313953488372093,6
0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0.25,3
0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0.4011627906976744,1
1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0.4418604651162791,2
0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0.36046511627906974,7
1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0.4883720930232558,1
0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0.4883720930232558,3
1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0.313953488372093,4
0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0.46511627906976744,8
0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.32558139534883723,3
0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0.23837209302325582,2
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0.3313953488372093,4
0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0.3953488372093023,4
0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0.3313953488372093,9
0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0.2441860465116279,2
1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,0.27906976744186046,8
1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0.3546511627906977,4
0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0.36627906976744184,4
1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0.46511627906976744,1
0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0.3081395348837209,8
0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0.28488372093023256,9
0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,0.3546511627906977,7
1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0.3313953488372093,5
0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0.4186046511627907,7
1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0.5290697674418605,7
1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0.3023255813953488,1
1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0.2441860465116279,9
1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0.29651162790697677,6
0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0.4069767441860465,6
1,0,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0.3430232558139535,9
1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0.5,2
0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0.27906976744186046,1
1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0.3546511627906977,6
0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0.4186046511627907,1
0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0.4069767441860465,7
1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0.3081395348837209,3
0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0.31976744186046513,6
1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0.5174418604651163,8
1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0.5872093023255814,1
0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0.28488372093023256,8
0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0.2616279069767442,2
0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0.4418604651162791,9
1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0.5755813953488372,3
0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0.36046511627906974,6
0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0.45348837209302323,9
1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.25,7
0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0.4011627906976744,2
0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0.4476744186046512,3
0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0.27906976744186046,9
0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0.20348837209302326,9
0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0.37209302325581395,4
0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0.27325581395348836,7
1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0.5,6
1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0.4186046511627907,2
1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0.563953488372093,2
1,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0.47093023255813954,8
1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,0.47093023255813954,2
1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0.3313953488372093,6
0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0.3546511627906977,2
0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0.48255813953488375,5
1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0.563953488372093,1
1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0.36046511627906974,9
0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0.26744186046511625,5
1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0.5930232558139535,5
0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0.4127906976744186,7
1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0.4941860465116279,7
1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0.48255813953488375,5
0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0.3081395348837209,9
1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0.26744186046511625,2
1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0.3372093023255814,1
1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0.3953488372093023,1
1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0.3313953488372093,2
0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0.42441860465116277,5
